,reviews,Date,Score
520,一直欠錢,2017年3月11日,1
533,好好玩,2017年3月11日,5
543,打發時間,2017年3月11日,5
554,很好玩,2017年3月11日,5
555,很好玩,2017年3月11日,5
571,10級了,2017年3月11日,5
598,超級好玩。,2017年3月11日,5
612,棒棒?,2017年3月11日,4
616,不錯,2017年3月11日,4
636,好玩是好玩啦不過要怎樣才能有結果？？？？,2017年3月11日,4
637,可愛,2017年3月11日,5
638,超級好玩。,2017年3月11日,5
661,Interesting,2017年3月11日,5
671,好玩,2017年3月11日,5
701,Ok,2017年3月11日,5
722,很好,2017年3月11日,5
731,good,2017年3月11日,5
736,Good,2017年3月11日,5
741,有趣,2017年3月11日,5
744,好玩,2017年3月11日,5
771,good,2017年3月11日,5
90,樓下的別再說玩什?賽馬太易贏錢.....重要用道具用外掛...好本事咩?? 我拉霸也拉過四次J.P 啦.....道具都不用...二萬機五億J.P...... 用滿道具玩賽馬才那一千萬....也好意思拿出來說.....丟人 J.P都未中過學人講易遊戲易玩......收皮唔該,2017年3月12日,5
104,很好玩但太簡單了賽馬跟本送錢其實我覺得最難的是變成貧民,2017年3月12日,5
111,想讓老婆打工馬上好 直接去調手機時間最快,2017年3月12日,5
156,為何不能買彩卷 購入都沒反應,2017年3月12日,4
216,不錯可是賭的遊戲太少了,2017年3月12日,3
225,賽馬速度再慢一點就很好了,2017年3月12日,5
236,有點不知道有甚麼好玩,2017年3月12日,2
244,我覺得還不錯 好玩,2017年3月12日,5
246,這遊戲非常好玩哈哈,2017年3月12日,4
261,什麼玩都不知道,2017年3月12日,5
281,簡簡單單有意思,2017年3月12日,4
393,很休閒 不錯,2017年3月12日,4
439,除?成日彈廣告之外 。。。其他都好,2017年3月12日,4
468,很棒的遊戲,2017年3月12日,5
502,不錯玩,2017年3月12日,5
581,Good game,2017年3月12日,5
618,錢錢錢??,2017年3月12日,5
646,好玩,2017年3月12日,5
712,Gd,2017年3月12日,5
734,好玩,2017年3月12日,4
738,好笑,2017年3月12日,3
758,good,2017年3月12日,5
759,好玩,2017年3月12日,5
781,不錯,2017年3月12日,5
87,一開始覺得蠻好玩的 可是成功還款多次後發現遊戲結局內容.還款方式都一樣 就覺得沒有那麼新鮮了,2017年3月13日,4
107,"霸機fever酬賓錯誤,看完廣告片介面fever效果出現,但仍然會扣錢",2017年3月13日,5
233,無聊時打發時間的好遊戲,2017年3月13日,5
245,還不錯，我喜歡這種生活,2017年3月13日,5
318,玩到一半一直卡住，拉霸一直卡住,2017年3月13日,1
333,為什麼借錢都沒影片出來？,2017年3月13日,1
367,賽馬超無言,2017年3月13日,1
404,也太好笑,2017年3月13日,5
445,非常好玩,2017年3月13日,5
446,水喔,2017年3月13日,5
459,浪費生命,2017年3月13日,2
697,好玩,2017年3月13日,5
719,Good,2017年3月13日,5
724,好玩,2017年3月13日,5
796,好玩,2017年3月13日,5
82,"多次會這樣：分享了在Twitter，回遊戲就要重新載入遊戲，跑馬沒能送一次機會；再借錢後，分享了就會送的20,000亦沒有送。  希望能有些補償，及改善問題。謝謝！",2017年3月14日,4
129,打發時間還不錯 希望故事的內容可以再豐富一點,2017年3月14日,5
153,為何選擇偩債錢時會跳到平民級,2017年3月14日,1
155,玩拉霸都會突然卡住   就算退出音樂也不停,2017年3月14日,1
172,賽馬跟獎卷讓我只想著要怎麼花錢,2017年3月14日,4
196,從一個小小遊戲懂得利益和投資的分配,2017年3月14日,4
212,不知道要怎麼選賽馬,2017年3月14日,3
230,從一個小小遊戲懂得利益和投資的分配,2017年3月14日,4
319,有點意思的apps game! 哈！,2017年3月14日,3
347,滿白爛的，遊戲有的少,2017年3月14日,5
355,拉霸機常常錯誤吃錢...希望可以改進,2017年3月14日,3
358,因為還清了，但是繼續負債,2017年3月14日,5
383,覺得很有趣,2017年3月14日,5
461,簡單有趣,2017年3月14日,5
561,內容太少了,2017年3月14日,5
567,還可以,2017年3月14日,4
662,好玩,2017年3月14日,3
689,好玩,2017年3月14日,5
690,可愛,2017年3月14日,4
702,不錯,2017年3月14日,5
747,Nice,2017年3月14日,5
131,這個有很多的趣味很好玩你們可以玩看看。,2017年3月15日,5
145,廣告多到嚇死人，順便求一下技巧怎玩,2017年3月15日,1
267,加其他方式還錢,2017年3月15日,3
305,打發時間的好選擇,2017年3月15日,5
329,拉霸 閃退,2017年3月15日,3
448,還不錯,2017年3月15日,5
452,無法打字,2017年3月15日,1
458,十分有趣,2017年3月15日,4
462,很有趣,2017年3月15日,5
464,好好笑,2017年3月15日,4
521,錢好賺一點,2017年3月15日,5
675,不錯,2017年3月15日,5
754,好玩,2017年3月15日,4
770,好玩,2017年3月15日,5
97,每賽他娘一場馬就看一次嗑藥智障在跳舞的廣告，真傷眼，差評砍垃圾遊戲，謝謝。,2017年3月16日,1
105,哦此次親戚吃哦欸安傲物腎功能一次氣象局組十七塊可是要唷四十七,2017年3月16日,5
135,玩到最後，我還是不知道男主角的眼睛是那個,2017年3月16日,5
293,打發時間的好遊戲,2017年3月16日,5
357,可以不要一直讓老公外遇！然後貶為平民嗎嗎嗎嗎嗎嗎嗎嗎嗎嗎嗎嗎嗎嗎嗎嗎嗎嗎嗎嗎嗎嗎,2017年3月16日,1
369,讚  惡額外,2017年3月16日,5
398,超刺激的，而且也很好玩,2017年3月16日,5
444,還不錯,2017年3月16日,5
454,不錯玩,2017年3月16日,5
463,很有趣,2017年3月16日,3
470,好好玩,2017年3月16日,4
496,好難還清,2017年3月16日,3
569,還可以,2017年3月16日,3
621,無聊   無聊透頂了,2017年3月16日,5
651,Good,2017年3月16日,5
670,沒事,2017年3月16日,5
679,ok,2017年3月16日,4
762,不錯,2017年3月16日,3
782,好玩,2017年3月16日,4
80,不錯玩但是遊戲深度不夠 太容易破關 建議可以增加賭場項目 還有還款日的天數減少期間要在詳細一點,2017年3月17日,4
102,每次玩拉霸機就會當掉跳出來，每次都浪費我那20000多塊，又浪費我的天數，是怎樣啊！,2017年3月17日,1
108,蠻好玩的，可是到最後玩會覺得有點無聊，而且賽馬的那個箭頭也很難玩,2017年3月17日,4
158,你們拉把機除問題嘍！點擊後會自動彈出,2017年3月17日,1
199,希望可以一次過送東西不然一個一個點很累,2017年3月17日,4
210,可不可以還債便兒一點,2017年3月17日,5
239,這是我想過的生活阿,2017年3月17日,5
240,好好玩，你們一定要來玩！,2017年3月17日,5
290,好玩 ，但是老婆賺的錢太少了,2017年3月17日,5
291,不錯。。希望能在有其他賭博，工作方式,2017年3月17日,5
307,很好玩，但是希望可以丰富一?,2017年3月17日,5
320,還不錯,2017年3月17日,4
321,很好玩,2017年3月17日,5
330,可以，這遊戲有點不好玩,2017年3月17日,5
481,太難賺錢了,2017年3月17日,1
486,非常好玩,2017年3月17日,5
570,有創意,2017年3月17日,4
615,好玩,2017年3月17日,5
735,好玩,2017年3月17日,5
84,"0個星,爛死了,賽到滿馬壓好幾色次都有對到紅區,結果都顯示一另匹第一名,我還想說是不是我看錯,後是一樣來都很仔細看果結還是一樣,爛透了",2017年3月18日,1
118,為什麼錢會自動少一位數？ 本來還有到億  昨天變千萬  今天變百萬==？,2017年3月18日,3
175,內容很好玩很好玩 適合不想公 作的人玩,2017年3月18日,5
178,魚池似是的旁邊看過電影明星的旁邊是我所屬經紀業務及物動詞！,2017年3月18日,5
186,蠻好玩的功能最好在更簡單易瞭一些更好,2017年3月18日,5
203,不知道該說啥。。負責原來這麼痛苦，主角老婆還不離不棄,2017年3月18日,4
218,可以出多點這些遊劇,2017年3月18日,5
292,打發時間的好遊戲,2017年3月18日,5
315,很好玩的！我建議大家來玩！,2017年3月18日,5
322,錢還我1千萬,2017年3月18日,1
331,打發時間的好遊戲,2017年3月18日,5
406,一下子就可以得到好多$$,2017年3月18日,5
411,好憤但好棒??,2017年3月18日,5
422,好可愛，無理頭,2017年3月18日,5
455,還不錯,2017年3月18日,4
480,結局太少了,2017年3月18日,1
490,不錯玩,2017年3月18日,5
498,廣告變態,2017年3月18日,1
546,廣告煩人,2017年3月18日,1
575,好好玩,2017年3月18日,5
657,good,2017年3月18日,4
695,Goodgame,2017年3月18日,5
700,good,2017年3月18日,5
714,Good,2017年3月18日,5
716,不錯,2017年3月18日,5
769,好玩,2017年3月18日,5
776,棒??,2017年3月18日,5
786,好玩,2017年3月18日,5
794,好玩好玩,2017年3月18日,5
120,要認真不要不聽有意見的人說還要回複意見者,2017年3月19日,4
170,求高人教我玩到過億,2017年3月19日,4
229,真是個廢柴的遊戲阿,2017年3月19日,5
310,有點無聊，希望可以增加一點新的東西。,2017年3月19日,4
345,賽馬有夠快的~好難按,2017年3月19日,5
350,還滿簡單的……不過這遊戲還真特別,2017年3月19日,4
352,太容易，一日爆機,2017年3月19日,3
391,太容易，一日爆機,2017年3月19日,3
397,好特別的遊戲,2017年3月19日,5
435,好特別的遊戲,2017年3月19日,5
460,拉霸看完影片還會扣錢...,2017年3月19日,4
477,好搞笑，支持,2017年3月19日,5
643,好玩,2017年3月19日,5
674,good,2017年3月19日,5
678,不錯,2017年3月19日,5
715,好玩呀,2017年3月19日,5
717,好玩,2017年3月19日,5
727,Good,2017年3月19日,5
784,好玩好玩,2017年3月19日,5
185,拉?更新後無法使用，都出現程式錯誤,2017年3月20日,1
283,玩幾天就沒新哏了，玩法太單調了,2017年3月20日,3
288,還不錯打發時間,2017年3月20日,5
341,有創意，但廣告太多,2017年3月20日,4
376,覺得很好玩,2017年3月20日,5
611,為什麼要收我錢??????????,2017年3月20日,3
633,拉霸都故意死當是怎樣??,2017年3月20日,4
654,Good,2017年3月20日,5
655,好玩,2017年3月20日,5
668,好玩,2017年3月20日,5
799,。。。。。,2017年3月20日,3
162,玩賭博跳出玩彩券也跳什麼都跳出，什麼遊戲啊，這遊戲很沒誠意，從頭到尾官方都不聲音,2017年3月21日,1
219,無片睇 借唔到錢,2017年3月21日,3
248,爛死了，完全不值得玩,2017年3月21日,1
377,太好玩惹,2017年3月21日,5
423,好舒壓啊啊啊啊~,2017年3月21日,5
515,沒問題,2017年3月21日,5
583,好搞笑,2017年3月21日,5
785,好玩,2017年3月21日,5
792,嗯嗯,2017年3月21日,4
116,幹如果可以上傳圖片真想上傳 黏在紅色的地方沒有跑第一還沒中是怎樣??爛透了!,2017年3月22日,1
164,為什麼我的拉霸機一直當機啊,2017年3月22日,3
188,靠每次通關難道不能保留那些錢嗎！,2017年3月22日,3
238,廣告太多，每次玩一次賭馬或拉霸就要看一次廣告，真無聊，越玩越無趣！！！,2017年3月22日,1
258,無聊時打發時間還不錯！,2017年3月22日,5
403,還蠻呆的遊戲,2017年3月22日,5
432,滿有趣的遊戲,2017年3月22日,4
508,不錯玩,2017年3月22日,4
556,不錯玩,2017年3月22日,5
635,哈哈,2017年3月22日,3
677,Www,2017年3月22日,5
146,窮人的思維和有錢人的思維在這遊戲一清二楚…絕對要用不同的角度去思考如何賺錢！！,2017年3月23日,5
184,可以不要抽完欠債就巴錢洗掉,2017年3月23日,5
366,賭馬好贏,2017年3月23日,5
370,錢還不完好煩哦,2017年3月23日,5
374,很有才的遊戲,2017年3月23日,5
392,玩久了無聊,2017年3月23日,4
399,不錯！,2017年3月23日,5
421,好玩，動畫再多點，這太棒了,2017年3月23日,5
663,好玩,2017年3月23日,5
752,過癮,2017年3月23日,5
96,希望可以更多元化 工作和賭博可以更新穎 賣場的東西再多一點 在家裡的時候 可以多發生點事,2017年3月24日,3
98,很好玩可是我明明在第七集為什麼會變成第一集好真是夠了，這遊戲錯誤的地方是那媽媽一直跟我們講話可是我們為什麼不能回他這樣那媽嗎一直以來跟我們講話幹嘛！你們這也太不懂事了吧！我沒說不好玩可是這樣就真的很不好玩了希望可以改進下我會很喜歡的謝謝你給我們玩這遊戲說真的很好玩(≧?≦)(≧?≦)(≧?≦)(≧?≦)                   (≧?≦)      謝謝你們能學習,2017年3月24日,5
100,一個小bug：如果你買0張刮刮彩，老闆會叫你快點刮開看看，此時bug來了，你會額外得到1張免費的刮刮彩(不過沒什麼用就是了*^ω^*),2017年3月24日,5
332,超好玩!,2017年3月24日,5
412,哪有在加錢的,2017年3月24日,1
427,超爛，爛死了！,2017年3月24日,1
551,好的好,2017年3月24日,4
578,人物很醜,2017年3月24日,2
603,很好,2017年3月24日,5
623,不錯,2017年3月24日,5
647,好玩,2017年3月24日,5
673,good,2017年3月24日,5
685,好玩,2017年3月24日,4
83,呢個遊戲整體?講都唔錯，好好玩。但係有?要改善地方就係，賭博?地方可唔可以多?，因為咁樣太沉悶，而且還債?錢都可以提高?，咁樣就會有挑戰性,2017年3月25日,4
113,不錯玩，可是裡面的主角一直和討債鳥人借錢一直還不了錢的狀態，一直淪落下去的生活。,2017年3月25日,3
173,有一個陳性朋友一直開外掛,2017年3月25日,1
181,賭博遊戲更多樣化會更好,2017年3月25日,3
226,賭馬  30倍輕鬆中阿,2017年3月25日,5
231,終於讓他進入天堂樂,2017年3月25日,5
253,有時效性惺惺相惜其實是事實上自己是什麼是什麼是什麼是什麼是什麼是什麼是,2017年3月25日,5
263,很好玩 ?不過欠錢真的好有壓力啊 ！,2017年3月25日,5
278,希望關卡可以更新，玩到有點無聊，太容易了,2017年3月25日,3
299,無聊時蠻好玩的,2017年3月25日,4
308,超有趣的小遊戲!,2017年3月25日,5
324,好玩，可是遊戲都太快了,2017年3月25日,4
388,有創意！！！！,2017年3月25日,5
396,哈哈!,2017年3月25日,5
415,我拿了160000，但她?端把我的?全拿了。。。。,2017年3月25日,1
430,還不錯玩,2017年3月25日,4
506,不錯玩,2017年3月25日,5
540,不錯玩,2017年3月25日,5
548,超級好玩,2017年3月25日,5
553,Very Good,2017年3月25日,5
587,很好笑,2017年3月25日,5
593,很好玩,2017年3月25日,5
594,很好玩,2017年3月25日,4
650,好玩,2017年3月25日,5
666,不錯,2017年3月25日,5
691,好玩,2017年3月25日,5
745,好玩,2017年3月25日,5
757,好好,2017年3月25日,5
93,這遊戲太棒了，無聊時完全靠它打發時間。雖然搞不太懂但好像很厲害，玩就對了。,2017年3月26日,5
109,賽馬時有bug會自動跳開我的錢被吃了但還不錯玩,2017年3月26日,5
115,為什麼原本是富裕級後來就變成平民級 個人覺得很奇怪,2017年3月26日,2
166,我獲得10次的免費拉霸，結果10次全部都有扣錢，10次的免費也同時有扣…………………,2017年3月26日,1
224,抓到要領之後才好玩,2017年3月26日,5
306,"Great ,but some boring",2017年3月26日,4
312,好無聊的遊戲!,2017年3月26日,2
342,好玩，不錯，可以跳脫現實生活，可以過過ㄈㄨ人生。,2017年3月26日,4
400,耐玩 好上手,2017年3月26日,5
517,蠻有趣的,2017年3月26日,4
544,幾新穎,2017年3月26日,3
558,不錯玩,2017年3月26日,4
595,超好玩,2017年3月26日,5
667,Goob,2017年3月26日,5
683,很好,2017年3月26日,5
718,呃 無聊,2017年3月26日,1
728,Good,2017年3月26日,5
791,good,2017年3月26日,5
168,要是能多幾種賭法會更好,2017年3月27日,5
187,賭上癮 但又覺得很像自己的人生,2017年3月27日,5
279,金北七的遊戲，殺時間還不錯,2017年3月27日,5
289,應該在加個股票,2017年3月27日,4
309,哈哈還不錯玩,2017年3月27日,5
317,可以，玩的種類多點就好,2017年3月27日,5
410,非常不錯的遊戲,2017年3月27日,5
495,Ok啦,2017年3月27日,4
641,哈哈哈,2017年3月27日,5
688,嘖嘖,2017年3月27日,3
151,幹民民都比到紅色的了還輸,2017年3月28日,2
159,明明冇拍機，佢將我?錢扣到一蚊都冇，即del game????,2017年3月28日,1
165,強迫一直還債生涯。警惕我們別把自己真實人生搞砸,2017年3月28日,4
485,爛透了,2017年3月28日,1
609,超棒,2017年3月28日,5
645,超棒,2017年3月28日,5
699,Good,2017年3月28日,5
241,可是不要一直還債可以嗎？！賽馬中獎機會多一些好嗎？爛欸,2017年3月29日,1
273,如果有幼兒園就好了,2017年3月29日,5
339,好搞笑?遊戲,2017年3月29日,5
405,一直當機,2017年3月29日,1
482,很好的遊戲,2017年3月29日,5
500,不錯玩,2017年3月29日,4
768,好玩,2017年3月29日,5
130,沒網路的時候按賭博就會閃退，希望能盡快改善。,2017年3月30日,5
147,建議開發其他賭方式 打牌 小鋼珠 鬥雞,2017年3月30日,5
426,超出我的想像,2017年3月30日,5
557,不好玩,2017年3月30日,1
640,想說的,2017年3月30日,5
123,廣告很多，賽馬那條都跑很快。。。根本都進去輸錢的，騙很大。希望可以增加賭博區,2017年3月31日,1
154,還完錢就得番10%錢， 呢個是什麼道理呀,2017年3月31日,2
249,幹廢物遊戲，玩都破產,2017年3月31日,1
536,還可以,2017年3月31日,5
721,很棒,2017年3月31日,5
723,好玩,2017年3月31日,5
764,棒棒,2017年3月31日,5
92,"還不錯玩!不過老是突然冒出""賣肉又有點限制級的影片?真的讓人氣到想打影片中的賣肉女",2017年4月1日,3
189,如果有多幾種賭博或?錢方法及道具就好了,2017年4月1日,4
211,希望增加尋寶功能，讓人生隨時都可能逆轉勝。??,2017年4月1日,5
335,這個遊戲很好玩,2017年4月1日,5
469,廢物遊戲,2017年4月1日,1
577,內容重複,2017年4月1日,3
584,還寫實的,2017年4月1日,4
708,好玩,2017年4月1日,5
191,賭博的遊戲在多一點會更好玩 討債花樣多一點也應該更好玩,2017年4月2日,4
275,還不錯玩，但感覺能玩的太少，有點容易玩膩,2017年4月2日,5
338,很好玩！,2017年4月2日,5
351,很好玩！,2017年4月2日,5
379,他老婆真的很好??,2017年4月2日,5
385,發人心醒,2017年4月2日,5
489,不錯玩,2017年4月2日,5
547,太可愛,2017年4月2日,5
580,挺有趣,2017年4月2日,5
706,Good,2017年4月2日,5
150,其實呢…fever也是會用錢的不是免?，只是比?容易中而已,2017年4月3日,4
304,錢可以多一點,2017年4月3日,5
375,打工錢太少,2017年4月3日,3
414,因為太廢,2017年4月3日,1
532,很好玩,2017年4月3日,5
537,還蠻好玩的,2017年4月3日,5
223,一直環不完討厭啦,2017年4月4日,1
243,為啥老是找他們借錢,2017年4月4日,3
256,超好玩      只是老婆太醜！,2017年4月4日,5
334,可以玩的很開心,2017年4月4日,5
592,很好玩,2017年4月4日,5
124,奇怪看好多人都說賽馬很好贏 我為什麼會輸到赤平名,2017年4月5日,5
298,要交的錢太多,2017年4月5日,1
483,最不好,2017年4月5日,1
488,超好玩,2017年4月5日,5
494,Nice game,2017年4月5日,5
525,最不好,2017年4月5日,1
692,不錯,2017年4月5日,4
795,好玩,2017年4月5日,4
264,結局再多一點會更好,2017年4月6日,4
402,廣告太過份了,2017年4月6日,1
467,不錯玩,2017年4月6日,5
501,不錯玩,2017年4月6日,5
538,好好玩！??,2017年4月6日,5
588,好好玩,2017年4月6日,5
790,好玩,2017年4月6日,5
127,很好玩 但是特麼的為什麼每次我一到第10關，就讓我從第3關？真的是*北欸！！,2017年4月7日,2
161,"玩拉霸一直當，連看完影片送的都不見了，當完之後再等入，還款時間馬上少三天,真的很無言",2017年4月7日,1
274,好玩 輸了窮的好離譜超好,2017年4月7日,3
302,不錯打發時間用,2017年4月7日,5
314,Good game.    more and more ha,2017年4月7日,5
390,鳥哥加油,2017年4月7日,5
429,蠻不錯玩的,2017年4月7日,5
586,還不錯,2017年4月7日,5
599,很好玩,2017年4月7日,5
763,很棒,2017年4月7日,5
195,為啥什麼還完錢又要還錢,2017年4月8日,5
213,錢可以好賺一點嘛還有賭馬紅線可以大一點嘛,2017年4月8日,3
387,會盪掉,2017年4月8日,1
576,超有趣,2017年4月8日,5
696,Good,2017年4月8日,5
705,好玩,2017年4月8日,5
122,感覺就是一整個廢物人生?XD不要再賭啦～,2017年4月9日,5
384,券！,2017年4月9日,5
428,畫的超可愛,2017年4月9日,5
257,很好玩，但是廣告會不會太少了，可以多一點嗎？,2017年4月10日,1
268,賭博方式在多ㄧ點,2017年4月10日,5
300,很好玩，但是廣告會不會太少了，可以多一點嗎？,2017年4月10日,1
344,不錯啦！,2017年4月10日,4
474,廣告在三小多？,2017年4月10日,1
709,Good,2017年4月10日,5
750,喜歡,2017年4月10日,5
148,還清了，應該還有一百萬，降到平民卻只剩13萬，爛透了,2017年4月11日,1
491,so easy,2017年4月12日,3
503,很不錯,2017年4月12日,4
565,很有趣,2017年4月12日,4
620,好玩,2017年4月12日,5
484,超有趣,2017年4月13日,5
710,Good,2017年4月13日,4
755,ggh,2017年4月13日,5
509,很好玩,2017年4月14日,5
527,很好玩,2017年4月14日,4
648,好玩,2017年4月14日,5
687,好玩,2017年4月14日,3
325,狂調時間哈哈,2017年4月15日,5
361,入唔到去,2017年4月15日,1
579,還不錯,2017年4月15日,3
622,.心嵐,2017年4月15日,5
669,no,2017年4月15日,5
684,讚不絕口,2017年4月15日,5
773,good,2017年4月15日,5
591,很好玩,2017年4月16日,5
703,好玩,2017年4月16日,4
793,不錯,2017年4月16日,5
514,不錯玩,2017年4月17日,5
294,很好玩喔！加油,2017年4月18日,5
756,Good,2017年4月18日,4
761,無聊,2017年4月18日,5
179,不錯 還完債的時候好有成就感,2017年4月19日,5
751,Good,2017年4月19日,5
789,好玩,2017年4月19日,5
138,我本來已經到小康 為什麼又把我變成一開始進去的那個 集,2017年4月20日,1
297,哈！好好玩又好笑,2017年4月20日,5
346,這有夠好玩的,2017年4月20日,5
512,So good,2017年4月20日,5
518,很好玩的,2017年4月20日,5
664,太棒了,2017年4月20日,5
202,很像現實生活，具娛樂又略帶警愓性,2017年4月21日,5
220,什麼時候才能不用借錢,2017年4月21日,3
296,l心機之作     一,2017年4月21日,5
419,拉個拉霸是在當洨？,2017年4月21日,1
545,好好玩,2017年4月21日,5
197,這個遊戲真的還滿有趣的(???) 但是依舊希望壞人不要長的那麼口怕????,2017年4月22日,5
765,好玩,2017年4月23日,5
260,很喜歡這款遊戲,2017年4月24日,5
507,排解寂寞,2017年4月24日,5
139,有時明明就已經在裡面都不給 差一公分的都進黑的,2017年4月25日,1
505,不錯玩,2017年4月25日,3
