,reviews,Date,Score
38,為什麼每天常常遊戲對話無法發出，每天都要重載一次，麻煩系統處理一下,2017年7月1日,4
39,問一下，儲值的點數去哪了，有儲值記錄為何遊戲中沒到帳，沒到帳的也該歸還吧！,2017年6月30日,3
40,要怎樣用儲值卡  apk還是不行啊   幫忙一下,2017年6月30日,1
41,fb官方首頁都沒人在回訊息，有問題根本找不到人反應,2017年7月27日,5
42,"搞什麼東西，昨晚大當機就算了，今天打天秤也一直跳掉是怎樣？ 難怪一堆人跳game, 沒交易系統也就算了，現在還搞得三天一小當五天一大當，玩屁啊～莫名其妙，每次跟公司反應，又每次都說已跟團隊反應，是否請教一下，該團隊人才哪找的？一點素質都沒有，差的可以……",2017年8月13日,1
43,好玩是好玩，當每次打怪想躲，但不好操控！ 打怪時也不能360°的看周圍！ 希望快快改進！！！,2017年6月26日,3
44,你們這個遊戲點卡沒辦法儲值年卡,2017年7月5日,1
45,我玩不到五分鐘自動跳掉,2017年7月17日,2
46,加你們的賴都不回 血很快就沒了 玩屁！,2017年7月4日,1
47,遊戲中常常沒反應,2017年6月22日,1
48,進入角色選擇一直閃退不能玩,2017年7月6日,2
49,一直換畫面浪費時間又耗電,2017年7月13日,2
50,勇氣試煉一直卡住不能動,2017年6月22日,3
51,為何下載完一直顯示有病毒,2017年6月28日,1
52,想請問小朋友誤購如何退款,2017年8月18日,2
53,如可以加個夫妻副本會更好唷…,2017年8月6日,4
54,越改越差勁，爛行銷策劃,2017年6月22日,1
55,為什麼創立角色時，草&lt;-包含遮罩字，無法使用。 請協助解決!!,2017年6月28日,1
56,下載了過沒多久自動解除？遊戲整體算不錯,2017年6月26日,1
57,我講講這個遊戲心得，剛開始玩到現在，這遊戲腳色的升級速度很快，不用半個月就能超過60，玩法跟活動豐富，但是玩到後面60等開始金額消費會很驚人，不儲值很難在遊戲生存，可能要儲個幾千塊才夠用，甚至要玩的很專精勢必消費破萬，總而言之這個遊戲會用很多條件迫使你消費，拍賣場功能一定要儲值，不然不能買東西，賣東西還要手續費，賣出去也要手續費，最後玩家互動方面是競技，後起的新手未課金玩家，玩什麼競技就是輸，這還未必喔！你花的金額一定要高，不然是在這個遊戲還是只能躺而已，最後改版的結婚系統別想太多，時裝幾千塊臺幣我忘了，金幣你也要湊個上百萬，這個遊戲一天提供的金額一百萬都不到，所以越玩越辛苦，改版過後特別的一點是拍賣場你必須儲值才能購買商品。,2017年6月22日,1
58,拍賣 強化石 顯示一下吧,2017年7月6日,1
59,怎麼突然維修都沒告知,2017年7月15日,5
60,請問最多女生在哪個伺服器,2017年7月4日,5
61,喜歡可是閃退滿嚴重的,2017年7月1日,5
62,糞game 別出來禍害眾生,2017年6月28日,1
63,希望可以有家族共用倉庫,2017年8月24日,4
64,只會賺錢，不顧品質，遊戲狂閃退，人都流失。。私服器狂開新的，有意義嘛？,2017年7月2日,1
65,能不能不要儲值,2017年6月24日,3
66,我為何手機說惡意程式啊…,2017年6月25日,5
67,要幾級才能結婚,2017年6月24日,5
68,在選角色一直跳出是怎樣。。。可不可以不要一直跳出？這樣我是要怎麼玩？,2017年7月3日,2
69,可是用電量真的很兇,2017年7月5日,3
70,上傳照片的問題還是一樣不改善。,2017年6月23日,1
71,為何過主線任務，有跳獲得經驗值，但，底下經驗值沒增加！？,2017年6月30日,3
72,是怎樣，照片不能傳，超爛，傳照片一直閃退怎麼玩,2017年6月28日,1
73,會卡卡的，非常的頓，也不法順暢的玩。沒有自動打怪的功能。,2017年7月18日,1
74,可以快點改善裝備憑空消失的問題?,2017年7月14日,5
75,手機變很燙,2017年7月7日,3
76,怎麼登不上去,2017年7月5日,1
77,一直閃退煩,2017年7月5日,1
78,超級失望 爛透了,2017年11月4日,1
79,為什麼APK 不能下載使用,2017年6月24日,1
80,遊戲無法登入*請盡速修復,2017年6月26日,3
81,請問這遊戲怎麼和倩女幽魂這麼像? 仿的嗎？,2017年7月5日,3
82,好玩 但為什麼照片一直審核不過...,2018年1月9日,4
83,爛，刪遊戲吧，光閃退就飽了,2017年7月2日,1
84,能教我換換頭像嗎？,2017年6月28日,3
85,一直卡在勇氣試煉不會動…………= =,2017年6月22日,1
86,為何不能把多辦的刪掉？,2017年7月27日,2
87,請問可以點卡儲值嗎？,2017年6月30日,4
88,我的手機偵測到這是惡意的軟體。。。。,2017年6月28日,5
89,一直閃退。,2017年6月24日,1
90,爛遊戲,2017年6月26日,1
91,超級好玩,2017年7月10日,5
92,可結婚,2017年7月2日,5
93,閃退還給不給玩@@,2017年6月24日,1
94,名片怎麼用😕？,2017年7月8日,5
95,好玩,2017年6月30日,5
96,為啥燈不進去？？？,2017年6月28日,1
97,請問你們公司每次都用禮券補償，最扯的是用禮券買商城物品還限制數量(改名卡)，那我要禮券做什麼，莫名其妙，你們是無腦嗎？樓下的大大在反應伺服器亂合併問題，你們在回網路問題，真是答非所問，你們就等著玩家流失吧！,2017年6月8日,1
98,別再浪費錢儲值了，伺服器亂併 強服跟新服併  遊戲工程無腦 想錢想瘋啦  新開的伺服跟強的併 出完儲值活動就開始維修併服 雙子伺服的人跑光咯~,2017年5月28日,1
99,更新後Google帳號完全登入不了，私訊FB小編，也提供了我的資料，卻再也沒下文，請問是不想處理嘛？如果是，麻煩退錢！若不是評論一定要給星，我連一顆都不願意給！,2017年5月26日,1
100,我是用Google登的~但他都跑好久~登入時他又說以過連線時間以逾時=_=完全進不去~,2017年6月6日,1
101,說要更新４１８m結果完成沒在動網路還滿格請立即排除,2017年5月25日,1
102,另一個問題……說維護到六點我七點再打開時還說在維護，請問是我的設備有問題嗎？,2017年5月25日,2
103,閃退太嚴重了別的遊戲都不太會。尤其是平板可以改進一下嗎,2017年6月19日,1
104,是能不能玩了啦…更新都不會跑啊 在不處理要移除遊戲……佔容量,2017年5月25日,1
105,這遊戲的設計根本是給有錢人玩的 光角鬥場  連匹8場戰力高10w的   讓我有點錯噩  都快玩不下去了,2017年6月9日,3
106,好玩～！ 可是希望可以不要有自動尋路的功能 可以用箭頭指目的地，然後讓玩家自己去尋找之類的。 而且有點太耗電了,2017年5月28日,4
107,爛遊戲天堂2出來你們必倒，傻瓜才會繼續儲值,2017年5月25日,1
108,下載完 說要更新418m 結果都不動,2017年5月25日,1
109,覺得不錯玩 但一直閃退，可以改進嗎,2017年6月3日,5
110,更新下載緩慢一個小時才下載10%,2017年5月25日,1
111,可以進遊戲了 可是為啥更新完 還顯示在維修中,2017年5月25日,5
112,申請退費時間久，也不回應，服務速度效率差,2017年6月6日,1
113,最近伺服器一直斷線是要怎麼玩？,2017年6月6日,1
114,改版之後 常常當掉 很卡。 可以趕快改善嗎？ 😡,2017年5月27日,1
115,一直閃退無法好好玩,2017年6月14日,1
116,不給更新 進不去,2017年6月17日,2
117,登不了== 大概7:29 狂閃退,2017年6月4日,5
118,更新完全不動啊,2017年5月25日,2
119,不能玩 別下載,2017年5月28日,1
120,剛下載時速度還好好的很正常但是一但玩久了，遊戲就越來越當，誇張到每次打副本 任務時，進入副本任務時，我明明才剛跑完而已，結果畫面一出來我卻看到我的角色已經死了。還有每一次手機網路訊號明明就4G滿格，然後遊戲左下角卻只有2G??!!  還有大家反應說這遊戲有毒，我覺得似乎是真的，至從下載這個遊戲之後，不只遊戲本身很擋很累個，連手機本身也都開始變得很頓跑不太動。我,2017年6月6日,1
121,安裝後顯示有毒，小心。,2017年6月20日,1
122,幹一直跳,2017年5月28日,3
123,更新很慢,2017年6月21日,1
124,常閃退,2017年5月30日,3
125,不錯好玩喜歡,2017年6月21日,5
126,為何我更新不了資料?? 我玩了那麼久ㄟ😠😠😠😠😠,2017年5月25日,1
127,可以交往結婚嗎？,2017年5月30日,4
128,無法更新,2017年5月25日,3
129,更新不到,2017年5月25日,1
130,可以玩了嗎？,2017年5月25日,2
131,好玩,2017年6月21日,5
132,我還沒下載時，已經有人說有毒。我怕會不會因為中毒而手機沒了，能告訴我大概甚麼時候才能玩,2017年5月20日,3
133,原本我都覺得這遊戲非常好 直到今天 一直說什麼遊戲舊版 我也更新了，也去官網下載過了 通通不能玩 5/25這次的更新是不是太誇張了 如果改善，我會把評價往上提 但是目前只給一顆星 因為太誇張了 我是還沒遇過任何一個遊戲更新下載重裝都無法使用的,2017年5月25日,1
134,好不容易下載完也更新完 登入一直程式停止運作不能玩？之前都好好的,2017年5月21日,2
135,進入遊戲前，說我版本過舊，要我更新下載，下載完不能開，被手機擋下來。請問，更新為何不放在這更新?遊戲畫風都很棒，可惜了,2017年5月25日,1
136,更新顯示這程式可能會損害你的手機   這樣誰敢下載啊,2017年6月5日,1
137,一直跳出新的更新但下載完還是無法進入遊戲,2017年6月2日,3
138,因有時維修不只時間又要下載一些有的沒的,2017年5月25日,1
139,只有補師可以補血嗎？如果可以用藥水之類的補血 那我給五星。,2017年5月22日,3
140,每天花20萬買1百支的捕獸夾抓惡魔魂魄一隻好的寵物也沒有，花的真不值得...... 天天都在釣魚跟挖礦都挖不到好的東西...... 建議小編可以不用花錢買鑽解任務或其他方式就可以賺取鑽石到這樣子玩家應該會更多,2017年5月23日,1
141,希望能多點儲值管道,2017年5月24日,4
142,可否不要閃退 改進後五星,2017年5月26日,3
143,什麽時候倒閉？幾天都沒法登入。騙了錢途跑了嗎,2017年5月28日,1
144,多元內容不錯玩,2017年5月20日,5
145,為什麼每次登入都要在更新。之前玩都沒問題。,2017年5月20日,1
146,處理問題的速度很快，又有動力繼續玩了,2017年5月31日,5
147,根本不能玩  登入遊戲都不能,2017年5月21日,1
148,不能更新，下載檔案顯示有惡意程式，會危害手機軟體.....請盡快處理。,2017年5月25日,1
149,一直閃退,2017年5月19日,2
150,嚴重散退,2017年5月19日,2
151,為什麼新版不能更新,2017年5月25日,5
152,超級閃退的啦，不想玩了，麻煩退錢,2017年5月21日,1
153,已解決了,2017年5月25日,4
154,竟然測到有病毒 傻的嗎？,2017年5月21日,1
155,怎麼會有惡意程式？？你們用了什麼到遊戲裡面？？,2017年5月19日,1
156,開不了.又更新不了...,2017年5月25日,2
157,有毒，，，重安裝也是這樣，，,2017年5月21日,1
158,加油,2017年5月24日,5
159,毛一堆  剛按遊戲就取得網路超時  好不容易可到登入帳號了   又給我連接超時   好不容易可進入玩了一下   靠  閃退   又開始毛一堆了   這是要怎麼玩,2017年5月3日,2
160,呵呵，維護一整天，進去選伺服繼續維護，需要改名叫維護獵手嗎？ 已砍不用謝,2017年5月3日,1
161,儲值不給錢是哪招過哪麼多天還不處理加了密了也不理我處理效率很差欸,2017年5月3日,2
162,痴Q線，登極都唔入，登到角色又角色數已滿，嘜9名都話唔得....... 重新選server又唔work!!!  真係極品!!,2017年5月9日,1
163,畫面很流暢，角色技能也很華麗，遊戲中互動活動多，不用擔心像在玩單機,2017年5月4日,1
164,為何這是個惡意程式 是要駭客我們嗎 遊戲做好 再上架吧,2017年5月3日,2
165,公告說5月3號維修到19:00為什麼現在又在維修欺騙大家..妳們都是這樣處理的嗎?,2017年5月3日,2
166,這看起來是個好遊戲 可惜我對白貓類的動作遊戲沒有愛... 手機太小不適合滑來滑去,2017年4月30日,4
167,這個遊戲 真的不錯玩 角色滿新鮮的,2017年4月29日,5
168,超級爛遊戲玩沒一小時狂維修。你不會又說被攻擊了吧？,2017年5月3日,1
169,雖然有OPPO r9s發出惡意軟體 但還是想玩玩看 希望手機會無大礙,2017年5月7日,3
170,工作人員請加油 希望每次維修能達到最好 這款遊戲真的很好玩 前提是不要增加項目 要以穩定順暢為目標 不然玩家流失太快 附加項目過多導致營運系統無法順暢的話 那多浪費 加油加油喔,2017年5月3日,5
171,爛遊戲，會隨便把亮度調到最高，半小時前註冊登錄半小時後不能登錄遊戲畫面很當很卡，如果遊戲沒有做好就不要放到商店供人下載後一肚子氣,2017年5月7日,1
172,為什麼你們遊戲會被掃毒程式認定為内含木馬程式，且進入遊戲也有當机情形出現！,2017年5月10日,1
173,掛秘境六小時，醒來後什麽都没有，秘境是有什麽用？,2017年4月30日,2
174,太爛了吧 要試玩 等更新後 連人物都還沒看到影子就伺服器中斷 等一下後顯示網路超時？ 連試都不想試玩了🙄,2017年5月6日,1
175,搞什麼鬼，為什麼一直超時，剛登出沒多久我就再也登不進去了,2017年5月6日,1
176,怎麼這次維修後一直出問題 還說我網路有問題 我網路滿格沒問題阿 為什麼說網路有問題而且登不進去。。。,2017年5月3日,3
177,畫面流暢，畫風精細，配音驚嘆，好玩的手游在這裡喲，快來雙子伺服器找我玩吧，我是流浪小兵♡♡♡,2017年4月29日,5
178,到底是有沒有再處理連線的問題 一直在超時連線是超時什麼,2017年5月6日,1
179,前面玩還可以，直到接第一次領主任務時，整個大崩潰，清點物資一直閃退閃退，遊戲從開三次了還是一樣，太失望太爛,2017年4月29日,2
180,官方才開三個司服而已我要上線就一直忙碌中擠不上去..   上去了又一直跑不動瘋狂閃退.. 這樣怎麼玩！（吐血）,2017年5月2日,1
181,我是用FB登錄帳號遊戲，為什麼會發生已登錄後沒進遊戲，在按一次就變成是錯誤。 重新開啟後也是一樣的情形。,2017年5月3日,1
182,"家族系統無法踢出成員 會顯示error code 500,反映很多次了，客服就是答非所問。",2017年5月5日,1
183,說到5/3六點都能換勞動節活動，可是從5/3 0點多就一直維修到半夜4點多才能進去，然後05:00又開始維修，還公告勞動節活動下架！明明就是自己一直維修，讓我們無法換到，卻還自己下架活動！好爛，這樣不該補償玩家嗎？,2017年5月2日,2
184,重登之後一直登不進遊戲！一直都在維修什麼呀？沒有改善就算了，還變更爛！錢也付了遊戲不能登是怎樣呀！,2017年5月2日,2
185,遊戲畫質非常棒 技能畫面華麗 玩起來也很流暢,2017年4月29日,5
186,遊戲本身不錯，可惜一天幾次網路重連，無數次閃退，沒準備好不要放上來！,2017年5月3日,1
187,你們不支援oppo嗎？使用oppo r9你們遊戲被測到有木馬病毒欸。 而且自從下載後手機真的很蕩！,2017年5月6日,1
188,載好了不能玩一直說要關閉什麼畫面全部關閉還是不能玩,2017年4月30日,5
189,只能給一星了，枉費封測想說有問題維修正常，看開測能不能正常點，結果....害我約了一堆會花錢的朋友，整個被罵慘。伺服器一下子開太多登陸器無法承受就說，什麼都推給駭客，又不是很熱門的遊戲，駭客會接二連三攻擊騙笑欸。,2017年5月4日,1
190,點擊安裝試玩後出現連線錯誤-997。 知道的人就會知道我在說什麼,2017年5月11日,1
191,已經移除又下載很多次，到底哪時才維修好?   這樣要怎麼登入?,2017年5月3日,1
192,一直沒辦法連線 登入超時 進去了還是無法進入遊戲,2017年5月3日,3
193,跨服活動 對晚開服的都只能乖乖被壓這打 一點都不平衡,2017年5月18日,1
194,很好玩是很玩 但一直被攻擊 Line好像也沒人在管理，希望能在多加強。,2017年5月5日,5
195,遊戲開啟沒多久一直閃退，打到一半也閃退，希望能盡快處理遊戲問題,2017年5月7日,2
196,一直連線超時，向工作人員詢問時也不理人！,2017年5月7日,2
197,玩起來算蠻流暢的，技能欄設計像懸浮球也不錯，很像正在滑手機，+u +u,2017年5月1日,5
198,一直登不進去，明明網路滿格卻說連結超時，重新安裝也是一樣登不進去,2017年5月5日,1
199,史詩碎片不見 也沒收到拍賣場的收件  建單多天未回覆…   建單還是被略過 過了10幾天 沒消沒息 這就是處理建單的人員啊…… 原來處理態度都這樣啊……,2017年5月17日,1
200,權限設定不會用一直沒辦法進,2017年4月29日,2
201,真的不錯玩唷,2017年4月30日,5
202,過畫面直閃退 搞毛,2017年5月1日,3
203,下載兩次，都說是惡意程式,2017年4月29日,1
204,儲值的方式只有信用卡或電話費用嗎？！ 有別的方式嘛？！,2017年4月29日,5
205,還不錯玩 可以打發時間,2017年4月30日,4
206,千萬別儲值，抽禮包跟寫內容差很多，內容只是有（機會），一抽一百鑽都送垃圾，月卡更廢一天1000，一個強石或翅膀就60，強化一次都要40-50，還是加10%機率，升一級要幾百顆，vip更廢寫送寶箱儲下去寶箱還是要花鑽才會給你，東西超級貴用也沒升多少，無敵坑洞，花半毛你就豬了,2017年5月4日,1
207,Acer gt810平板無法玩,2017年5月1日,1
208,持續努力 希望能更好。,2017年5月3日,5
209,都不能玩啊！伺服器連不上,2017年5月3日,1
210,為什麼我一個帳號能玩，另一個帳號卻進不去,2017年5月3日,1
211,這款遊戲很好玩 又可以跟玩家互動這樣才不會很無聊(=^･ｪ･^=),2017年4月29日,5
212,爛！大家不要玩囉～準備邁向第三天修不好，總是只會說被駭客攻擊.到頭來我看是你們工程師沒有經驗應付不了吧？ 給的補賞真的爛！評價一顆心 恭喜你們貴公司開服不到幾天準備大退潮 損失一票玩家 大家快申請退費吧,2017年5月4日,1
213,點擊安裝試玩後出現連線錯誤-997。 知道的人就會知道我在說什麼,2017年5月11日,1
214,還可以啦～只是常常會頓頓的,2017年5月6日,3
215,玩起來挺順的畫風不錯,2017年5月1日,5
216,遊戲很好玩非常讚大推這款遊戲,2017年5月6日,5
217,不錯玩畫面 角色技能都很流暢推薦來玩玩,2017年5月1日,5
218,是好玩但換環境那個水花讓人頭暈呢？可以改善嗎？,2017年5月4日,2
219,我安裝完會顯示惡意軟體，不知道是不是有病毒！,2017年5月8日,1
220,網路一直超時是怎麼回事,2017年5月6日,1
221,咩意思一下載，完入遊戲你話更新……,2017年5月3日,1
222,有趣 有團隊合作模式 適合打發時間喔！,2017年4月29日,5
223,好遊戲不玩會後悔喔,2017年5月1日,5
224,太會維修了  希望有固定的維修日,2017年5月8日,5
225,很好玩喔 一起來吧,2017年5月1日,5
226,遊戲超好玩～第一個喜歡的遊戲！畫面精緻喔！,2017年4月30日,5
227,不錯玩的遊戲 很流暢！！,2017年5月1日,5
228,遊戲畫面精美 技能華麗,2017年4月30日,5
229,很可愛的一款遊戲，操作介面也很簡單，好玩~,2017年4月29日,4
230,接領主任務就閃退之後登入就卡80%,2017年5月8日,1
231,畫面精緻，多送東西就太棒了,2017年5月7日,4
232,畫風很漂亮 也很好玩 推薦的遊戲,2017年5月1日,5
233,希望有好友可以互相送禮裝備等功能,2017年5月15日,3
234,目前還不錯 職業多一點給滿星,2017年5月6日,3
235,讚啦，畫面漂亮，很耐玩的一款遊戲,2017年5月8日,5
236,有類似元氣官網裡面的遊戲，很好玩,2017年4月29日,5
237,畫質很美 畫面也很順，不會卡卡der，是款好遊戲！,2017年4月29日,5
238,遊戲好玩，但官方的處理態度毀了這遊戲,2017年5月7日,2
239,綜合頻道都被詐騙集團洗頻了，沒在處理嗎？……這樣玩家怎麼交流,2017年5月10日,2
240,不錯玩,2017年4月28日,5
241,下載之後他說是惡意程式??,2017年4月28日,1
242,畫質很棒,2017年4月28日,5
243,現在為什麼登不進去啊。。。。。重新下載還是不能進！！！！！！,2017年5月3日,1
244,會閃退,2017年5月1日,3
245,遊戲畫風好,2017年5月7日,5
246,畫質很棒喔,2017年4月29日,5
247,遊戲活動很多，不會單調，畫質也很好,2017年4月30日,4
248,真的不錯玩哈哈,2017年4月29日,5
249,好可怕哦，竟然有毒,2017年5月18日,1
250,總統幾玩家,2017年5月9日,1
251,為什麼我的手機亮度一直被他玩弄...,2017年5月6日,2
252,希望別問題的嚴重性了！加油～星宮!,2017年5月6日,5
253,打字傳送不了,2017年5月18日,3
254,一直閃退，到底要怎麼玩呀？可以趕快修復嗎？,2017年5月11日,1
255,好玩   畫面也漂亮,2017年5月8日,5
256,畫面很可愛，且玩的很順很流暢，推薦,2017年4月30日,5
257,畫面流暢人物可愛,2017年4月29日,4
258,好玩簡單操作,2017年5月1日,5
259,畫面不錯 直得一玩👍,2017年5月4日,5
260,劇情有趣，介面方便,2017年5月4日,5
261,畫風可愛~非常好玩,2017年4月29日,5
262,耐玩 畫面精緻,2017年5月2日,5
263,支持遊戲，好玩,2017年5月3日,5
264,畫面漂亮 喜歡,2017年4月30日,5
265,不錯玩!,2017年5月2日,5
266,玩到前期，後期未知,2017年4月29日,3
267,很可愛的一款遊戲，操作介面也很簡單，好玩~,2017年4月29日,4
268,忽然當機,2017年4月30日,3
269,人物與畫面都還不錯！！,2017年4月30日,5
270,技能華麗，畫風不錯，好玩,2017年4月30日,5
271,超好玩的！！！,2017年4月28日,5
272,強烈要求退款,2017年5月4日,1
273,還不錯玩,2017年5月1日,5
274,遊戲進行很順暢～很喜歡！,2017年4月29日,5
275,好玩一定要來,2017年4月29日,5
276,無限檢查更新,2017年5月11日,1
277,好好玩呀！,2017年5月9日,5
278,畫面不錯。遊戲也好玩。喜歡,2017年5月5日,5
279,真的很不錯,2017年4月29日,5
280,現在為什麼登不進去啊。。。。。重新下載還是不能進！！！！！！,2017年5月3日,1
281,希望能夠增加一點任務經驗或是 合理的怪物等級，不然課金和小課金的弱差會逐漸拉大 例如沒任務可接，沒有怪可以打 無法刷裝或經驗。導致不知道做啥玩別的遊戲放棄這款。,2017年4月26日,5
282,很好玩玩,2017年4月29日,5
283,好玩,2017年4月30日,5
284,很棒,2017年5月2日,5
285,畫質好,2017年4月30日,5
286,還不錯,2017年5月6日,5
287,還不錯,2017年4月29日,5
288,打發時間,2017年4月29日,5
289,好玩,2017年4月29日,5
290,好玩,2017年4月28日,5
291,還不錯,2017年4月29日,5
292,好玩唷，但一直網路超時……求改善~,2017年5月5日,5
293,好玩~~~,2017年4月29日,5
294,好玩,2017年5月4日,5
295,好玩,2017年5月7日,5
296,好玩,2017年5月1日,5
297,我一直在解同一個任務，，，，，，，，，被踢下線n次，，偶放棄，不玩了,2017年5月7日,1
298,偵測到惡意程式???,2017年5月17日,1
299,好玩,2017年5月1日,5
300,好玩,2017年5月1日,5
301,good,2017年5月2日,5
302,不錯,2017年5月5日,5
303,可以,2017年4月30日,5
304,流暢，互動多，好玩。,2017年5月1日,5
305,守護雙子,2017年5月2日,5
306,不錯玩,2017年4月30日,5
307,好玩,2017年4月30日,5
308,一直狂登都登不進去？？,2017年5月6日,1
309,好玩,2017年4月29日,5
310,好玩,2017年4月29日,5
311,很好玩的,2017年4月28日,5
312,好玩,2017年5月7日,5
313,好好玩,2017年5月3日,5
314,覺得好玩！！！  希望能趕快維修好～～～,2017年5月3日,5
315,還不錯,2017年5月7日,5
316,一直連線錯誤，怎麼玩？,2017年5月15日,1
317,很好玩,2017年5月10日,5
318,不錯玩,2017年4月28日,5
319,還可以,2017年4月30日,5
320,操……什麼爛遊戲 一天24小時維修超過16小時  而且還每天…包一包下架,2017年5月4日,1
321,封測以來一直玩到現在每次都有參加，遊戲方面官方做了很多改良跟新增和優化連線品質，雖然的確實施幾次封測刪了幾回，滅了很多玩家的火，但是官方很用心在跟玩家溝通，是個不錯的遊戲，大家可以一起來玩喔(≧▽≦),2017年4月24日,5
322,希望能夠增加一點任務經驗或是 合理的怪物等級，不然課金和小課金的弱差會逐漸拉大 例如沒任務可接，沒有怪可以打 無法刷裝或經驗。導致不知道做啥玩別的遊戲放棄這款。,2017年4月26日,5
323,沒WIFI不能玩嗎？ 只會說網絡不好 其他遊戲又玩到。。哪不好呢？ 真不明不白,2017年4月24日,1
324,根本進不去，怎麼玩，做什麼都網絡超時!!你們還不趕快弄好，叫玩家怎麼玩，遊戲有多好都沒用啦!,2017年5月6日,3
325,剛進去玩畫面超卡卡很嚴重玩不下去遊戲問題一推玩屁 畫質卡技能卡破遊戲,2017年5月10日,1
326,請問什麼是請求網絡超時，我用2個wifi及一個行動網絡連線都話超時，是不給我玩吧,2017年5月3日,1
327,完全進不了遊戲啊！我用了很快的網也進不了，這要我怎麼玩啊，登入就狂說我超時，進不了怎麼玩呢！？,2017年5月6日,1
328,不好玩，建議不要玩剛下載玩個一個小時斷十幾次。你說誰要玩。,2017年5月6日,1
329,真的很爛 今天下載 我儲值三次 一個30 兩個1590 而我卻只有收到60鑽？ 是在吞我的錢嗎？ 我是用手機儲值的 麻煩給我該數目的鑽石,2017年5月20日,1
