,reviews,Date,Score
60,不知道玩甚麼的時候看到這個 一玩成主顧！,2018年11月20日,5
61,很一般，畫面也醜，給五星的一看就知道洗評價的寫手,2018年11月18日,1
62,下載完畢 打開遊戲畫面黑屏 note8路過,2018年11月10日,1
63,有時很無聊就會打開來玩,2018年11月20日,5
64,我就是喜歡這種遊戲,2018年11月6日,5
65,值得花時間玩下去,2018年11月6日,5
66,想退費用都沒回應,2018年11月9日,1
67,輸入邀請碼2kfxkx 一起拿寶物,2018年11月8日,5
68,很喜歡這遊戲的畫風 很Q很可愛,2018年11月20日,5
69,我覺得這款遊戲非常好玩,2018年11月29日,5
70,讓人想一關關玩下去,2018年11月6日,5
71,喜歡鬥志的人可以來玩玩看,2018年11月20日,5
72,從頭到尾都在詐欺的遊戲，跟評論完全不符，仔細一看原來都是寫手...... 建議其他朋友可以不用浪費時間下載了,2018年11月20日,1
73,很特別的遊戲 不錯推一個,2018年11月20日,5
74,戰鬥畫面很好！讓人想要玩下去,2018年11月20日,5
75,效率很好，一小時內解決玩家問題,2018年11月26日,5
76,玩起來也很好上手,2018年11月6日,5
77,感覺有用心製作的遊戲,2018年11月6日,5
78,打不開 直接黑屏 白充值了,2018年11月29日,1
79,上課都偷偷玩,2018年11月6日,5
80,被一起揪來玩,2018年11月6日,5
81,玩法很多也很有趣，武將也很多,2018年11月6日,5
82,忍不住關卡一關關過，讚!!忍不住關卡一關關過，讚!!,2018年11月6日,5
83,來！來PK！,2018年11月6日,5
84,繼續加油！,2018年11月14日,5
85,輕鬆好上手，大推,2018年11月6日,5
86,畫面細膩、人物可愛,2018年11月7日,5
87,內容很豐富,2018年11月6日,5
88,kawtyl 輸入邀請碼，齊齊拿獎勵^-^,2018年11月16日,3
89,好玩,2018年11月29日,5
90,很好,2018年12月8日,5
91,很有趣~~期待可以看到越來越多人來玩這款遊戲！裡面的玩法都相當的多，相信一定可以讓人越玩越上癮XD，但更新後需要給的權限增加了，希望官方可以發個公告之類的跟玩家講一下這些權限開的作用解釋之類的,2018年10月28日,5
92,內容豐富有趣~遊戲內三千美女都是我的後宮啦~~活動也非常的豐富，遊戲時裝也太好看了吧！！沒花錢都可玩得很開心，課點錢會更厲害，事實也現實。不過這次更新完還是有點小卡，希望官方繼續加油!,2018年10月28日,5
93,很好殺時間的遊戲但又不會無聊，但希望福利能給多點，還有些地方可以再調整一下,2018年10月28日,5
94,偷用別人手機打玩自己也載了，男友叫我不要再玩了但我還是想玩！畫風可愛，而且又有時裝，每套都想穿穿看啊！！時裝華麗又細緻，真想全部都收集！不過被他抓到我課金又要被唸亂花錢了所以我還是先當個佛系玩家好了XD偶爾還是會有小閃退啦，但比之前好點了,2018年10月28日,5
95,第一次玩這種遊戲，很好上手，完全不會覺得越玩越無趣，這樣的遊戲很適合第一次想玩遊戲的人哦~,2018年10月24日,5
96,好玩，不課金也可以玩，新手在超值活動裡的邀請活躍打上vptmdx會送好康哦，快加！,2018年11月2日,5
97,該換遊戲，這個遊戲把自己當成上帝，想操控全部人的手機，還不忘叫水軍狂洗5星評論，大家要慎重選擇 反正我已經刪掉這遊戲了,2018年11月25日,1
98,看朋友時常喊無聊就推他入坑，結果他玩得比我還瘋(？,2018年10月24日,5
99,整體感非常的好，很少能有讓我這麼中意的遊戲！,2018年10月25日,5
100,太可惡 儲值也沒送什麼 還有什麼限時召將沒有一次抽中 只要有關特惠活動我通通沒獎 玩到心好累 頂級招募 跟尋仙招募不能多開放一些人物和武器嗎 你們在這樣下去遲早沒人玩 爛透了,2018年11月21日,1
101,要求的權限也太大了，可以自由修改删除sd卡，憑什麼，為什麼遊戲商發簡訊要付費，還是你們有開後門，用玩家的手機發簡訊給通訊錄的人,2018年10月22日,1
102,靠 更新後竟然要我手機權限 死大陸遊戲 不玩了,2018年10月22日,1
103,更新後需要非常不合理的權限要求 竟然要求可讀取我的手機SD 卡資料甚至可以修改或刪除！,2018年10月22日,1
104,改版越爛不玩也罷 憑啥要權限 還好我沒有花半毛錢 爛遊戲大家抵制這個遊戲吧,2018年10月22日,1
105,玩到被女友唸說不要再玩了XDDD,2018年10月23日,5
106,畫風可愛，內容有趣，戰鬥畫面又很棒，玩法也很多元，很適合介紹給朋友們一起玩！推~,2018年10月25日,5
107,出了好多伺服器，陣容就是強大又穩定,2018年10月22日,5
108,請問我的帳號綁FB，我刪除遊戲後又重新登入，結果帳號失蹤了，是該怎麼聯絡官方網站?,2018年11月4日,1
109,不就一個遊戲要這麼多權限有何用意！,2018年10月22日,1
110,亂要手機Google pay 權限還有記憶卡還有通訊錄權限， 大家別玩了抵制它。,2018年10月22日,1
111,"你老母中國狗,你以為真係大能哂。最新更新權限係可以比你修改或刪除SD卡內容,你當所有人都可以比你班共狗控制,你係大陸就巴撚閉，我係香港人唔會受你控制,我會刪除這隻game,同呢間公司所有遊戲",2018年10月22日,1
112,哈哈這遊戲內容也太搞笑了,2018年10月22日,5
113,向遊戲公司反應新服BUG太多 向官方回應都是一直在調查 我要求整個退款,2018年10月28日,1
114,要那麼多手機權限 叫我送你手機就好啦 搞什麼鬼啊,2018年10月22日,1
115,換了手機來玩後發現不會再閃退了，果然不是遊戲的問題,2018年10月27日,5
116,活動好多又有難度 超爽的,2018年10月22日,5
117,原本看著遊戲普通，但出乎人的意料之外啊,2018年10月23日,5
118,品質線路都很好如果耗電不兇會更好,2018年10月24日,5
119,輸入邀請碼可以在超值活動內領禮包唷！我的邀請碼：gjytm6,2018年11月2日,5
120,為什麼別人登錄3天送張角，我卻沒有，麻煩一下113服 (琳),2018年10月23日,3
121,希望可以在推一些可愛的時裝XD,2018年10月24日,5
122,更新後看網友反應權限過大的問題，遲遲沒有同意而沒再玩下去，原以為廠商會自知而作修改，結果卻是狂洗五星評價，太失望了！ 生意要作，道德要有!,2018年10月26日,1
123,更新後，軍團系統出問題也不解決，還在這裡刷五星評，你當我們這些花錢玩家是笨蛋喔，你只有一星價值，快去解決遊戲問題啦!,2018年10月29日,1
124,我也好想在螢幕上出現我的名字得到甚麼喔,2018年10月24日,5
125,之前很常玩三國主題的遊戲，但第一次玩Q版，超可愛！,2018年10月25日,5
126,當初覺得普通的遊戲現在不再覺得普通，反而玩的很瘋ww,2018年10月27日,5
127,更新後要這麼多權限，又不是多優質的遊戲。不玩了！,2018年10月22日,1
128,改版後權限要太大，月卡到期可能不玩了吧,2018年10月22日,2
129,更新完要的權限有扯到，反正不是臺幣戰士，不玩了。,2018年10月23日,1
130,看製作團隊很用心就進來玩玩看,2018年10月23日,5
131,問題回報都跟google互踢皮球，要不然就是直接不做回應,2018年11月7日,1
132,玩一玩時間就不自覺地過了好久XDD,2018年10月25日,5
133,超好玩的遊戲 我的邀請碼:xyepl2 一起來玩唷,2018年10月30日,5
134,要啥小手機權限？直接幫我刷卡是吧？,2018年10月22日,1
135,要求的權限太過份了，我不玩，後悔玩了這麼久！,2018年10月22日,1
136,不會LAG真是太好了QAQ 之前幾個遊戲都會卡！,2018年10月24日,5
137,以三國為主題的塔防遊戲很新奇,2018年10月25日,5
138,閃退問題再改善一下會更完美,2018年10月24日,5
139,非常流暢畫面不卡也不會閃退,2018年10月22日,5
140,權限要求不合理，造成無法正常登入玩遊戲,2018年10月22日,1
141,人物蠻逼真的，但有些逼真會讓人覺得噁心，這個反而不會！,2018年10月27日,5
142,只要是三國遊戲我就會下載來玩！,2018年10月25日,5
143,我只知道我更新完 無法進入遊戲,2018年10月22日,3
144,雖然好像很多人差評，但我認為很好玩啊！,2018年10月27日,5
145,現在的工作時間也改善變比較快了,2018年10月25日,5
146,不需要跟別人交談可以自己玩,2018年10月24日,5
147,看來卡機問題有被改善,2018年10月24日,5
148,昨天我弟也被我推下來玩,2018年10月24日,5
149,哇靠官方還要一直派電腦出來洗白洗分數，幹的這麼明顯還一直幹？？？那些鳥故事以為別人看不出來你在掰？？？,2018年10月22日,1
150,不會吃我手機記憶體真棒,2018年10月22日,5
151,要求的權限異常過份 不玩,2018年10月23日,1
152,每天都很努力培養我的後宮哈哈哈,2018年10月24日,5
153,不斷推朋友下載來玩哈哈,2018年10月24日,5
154,我很看好你們這款遊戲,2018年10月24日,5
155,看儲值完後很快獎勵就到手了,2018年10月24日,5
156,畫面流暢，系統穩，希望更多人知道這好遊戲,2018年10月27日,5
157,為什麼更新要一堆個資？,2018年10月22日,1
158,要求的權限太誇張刪刪刪,2018年10月22日,1
159,客服處理速度快又親切又溫柔,2018年10月22日,5
160,更新後問題太多，閃退，圖像無法顯示，問題多到數不清,2018年10月30日,1
161,其實特效那些不錯耶,2018年10月28日,5
162,很容易上手沒有困難度,2018年10月22日,5
163,期待能出新的角色,2018年10月25日,5
164,是值得給五星的遊戲,2018年10月22日,5
165,好上手，介面也簡單,2018年10月23日,5
166,更新後玩不了,2018年10月22日,1
167,很好上手的遊戲簡單易懂,2018年10月22日,5
168,最近看到好像有開放新的關卡，趕緊去玩！,2018年10月27日,5
169,這權限要求也太誇張，你乾脆說叫我們簽賣身契算了，有夠扯的……遊戲而已還要讓你亂改我們手機的東西跟盜刷嗎？,2018年10月23日,1
170,更新後不能玩,2018年10月23日,1
171,更新後不能玩,2018年10月22日,1
172,戰鬥的動作流暢也相當的精細~,2018年10月22日,5
173,目前已經打了兩個月了，一切都很穩定,2018年10月22日,5
174,我感受到製作團隊的用心良苦！推一波！,2018年10月25日,5
175,一開始還不玩，現在更是好玩,2018年10月24日,5
176,更新完不能登錄遊戲,2018年10月22日,2
177,不錯的另類塔防遊戲,2018年10月24日,5
178,滿喜歡的可以繼續下去,2018年10月24日,5
179,在裡面遇到一個不錯的玩家,2018年10月24日,5
180,推薦大家來試試看,2018年10月25日,5
181,三國的遊戲需要支持一下,2018年10月22日,5
182,能頂抽就是爽,2018年10月24日,5
183,更新後要一堆權限，同意後也不能玩！,2018年10月22日,1
184,希望官方多點辦活動,2018年10月24日,5
185,nljmiy 入邀請有獎,2018年10月24日,5
186,角色也太可愛了吧,2018年10月22日,5
187,看到介紹來玩一下，真得很讚,2018年10月22日,5
188,就是喜歡這種題材,2018年10月22日,5
189,特效超棒非常喜歡,2018年10月22日,5
190,還沒下載 真的會後悔,2018年10月25日,5
191,只要問題改善了都給五星,2018年10月24日,5
192,今天一直在閃退……打副本打到一半閃退根本浪費包子啊,2018年11月4日,3
193,遊戲內容設計的不錯，畫風也偏可愛，蠻喜歡的,2018年10月27日,5
194,獎勵就像歡樂送一樣,2018年10月24日,5
195,這麼可愛只能推了,2018年10月24日,5
196,如果沒太多權限就好了,2018年10月24日,5
197,原本以為會很無趣，沒想到很好玩,2018年10月24日,5
198,怎麼可能有這麼好玩的遊戲,2018年10月25日,5
199,更新完之後沒辦法玩 還洗評價？,2018年10月22日,1
200,其實特效那些不錯耶,2018年10月28日,5
201,非常非常喜歡，合我胃口,2018年10月22日,5
202,Q版的有點可愛,2018年10月22日,5
203,更新後無法登錄,2018年10月22日,1
204,很喜歡這遊戲，希望可以繼續保持！,2018年10月25日,5
205,時裝都好可愛！趕緊課金~,2018年10月24日,5
206,很用心的遊戲公司啊,2018年10月22日,5
207,昨天才儲值的= =暈倒，更新這什麼爛規定。,2018年10月22日,1
208,更新完，要得權限太過誇張!!,2018年10月22日,1
209,這次更新蠻多不錯的，趁不忙來玩！,2018年10月27日,5
210,權限要求不合理,2018年10月22日,1
211,裡面的副本超刺激的,2018年10月24日,5
212,太好玩了！每天都在推朋友一起玩~~,2018年10月27日,5
213,跟朋友推薦了!,2018年10月28日,5
214,更新後要求權限，無法登入。,2018年10月22日,1
215,多多分享賺獎勵,2018年10月25日,5
216,配樂超讚，體驗感好,2018年10月22日,5
217,網路一直卡住，不然就給五星了,2018年11月3日,3
218,想要有更多的新角色~,2018年10月25日,5
219,為何要許多權限，要偷偷蒐集大數據嗎？,2018年10月27日,1
220,連線品質差，一直登不上,2018年11月3日,1
221,角色很可愛哈哈,2018年10月23日,5
222,趁不忙偷偷來玩！,2018年11月4日,5
223,來衝等級，ＧＯＧＯＧＯ,2018年10月22日,5
224,被朋友推坑來玩，一玩上癮！,2018年10月24日,5
225,希望對手多一點,2018年11月4日,5
226,更新後要求一些无理私人权限，是怎樣？,2018年10月22日,1
227,我好想要周瑜的時裝喔~,2018年10月24日,5
228,改版之後挺順暢的,2018年10月24日,5
229,看大家都在玩就跑來玩玩看~,2018年10月24日,5
230,官方送禮很大方，太佛心了,2018年10月22日,5
231,無趣的時候就可以開來玩玩~,2018年10月27日,5
232,玩到無法自拔,2018年11月4日,5
233,都上不了遊戲了，爛!還有給5星的??,2018年10月23日,1
234,權限問題不處理，就不玩囉,2018年10月27日,1
235,戰鬥畫面很棒！,2018年10月24日,5
236,這遊戲太強了，再來點對手吧,2018年10月22日,5
237,越玩越上癮wwww,2018年10月25日,5
238,後臺服務爛透了,2018年10月23日,1
239,爛，要啥權限。有必要嗎？ 不缺你一款遊戲,2018年10月23日,1
240,玩了幾天還不賴,2018年10月24日,5
241,穩定，有趣，不給五星一下嘛。,2018年10月22日,5
242,太棒了很有趣味性,2018年10月25日,5
243,推薦，可以玩看看喔,2018年11月4日,5
244,不錯玩哦！一起來玩吧~,2018年10月25日,5
245,這次更新竟然多了很多不合理的要求權限 其一，要求客戶端開放手機資訊及網路 這個倒是還好 其二，要求客戶端開放SD卡修改權限 我想問問你要改什麼想看什麼？ 其三，要求客戶端開放簡訊 我想問問我玩遊戲還需要你發簡訊？你想發給誰 其四，開放Google Play 的權限 請注意看最後一行，完全的開放訪問權限 我想問，Google Play 裡面有我們的帳號資料、帳單、電話、信用卡等等，完全開放？什麼鬼！！！,2018年10月22日,1
246,權限太大了…,2018年10月24日,1
247,爛 糞作,2018年11月3日,1
248,來衝等級，ＧＯＧＯＧＯ,2018年10月22日,5
249,為什麼更新後要權限？,2018年10月22日,1
250,現在連進去都進不去@@,2018年10月22日,2
251,為何要管理手機權限？用意何在？,2018年10月23日,1
252,角色可愛、特效又棒！讚！,2018年10月23日,5
253,更新後不能登入，,2018年10月22日,1
254,亂要權限,2018年10月22日,1
255,亂要權限,2018年10月22日,1
256,畫面順暢不卡，又好玩~,2018年10月24日,5
257,雇水軍，來講自己的好話，真他**噁心,2018年11月2日,1
258,看到更新就趕緊回來玩//,2018年10月27日,5
259,真心不騙，真的好玩！,2018年10月25日,5
260,遊戲還不錯玩～ 大家一起打發時間 開心玩就好！ 要一起玩的可以加我邀請碼tgyyhk 一起天天領獎勵 領禮包吧！！,2018年10月18日,5
261,"90服反敗為勝 輸入邀請碼.. ejctdo ejctdo ejctdo ejctdo 哦～一起跟我v0打天下吧～ 
這遊戲真的非常適合打發時間，真的很好玩真心不騙，快樂一起玩好評我給5星",2018年8月10日,5
262,好遊戲~,2018年10月28日,5
263,求福利~,2018年10月28日,5
264,爛遊戲,2018年10月24日,1
265,純花錢遊戲,2018年10月24日,1
266,一起PLAY啊,2018年10月25日,5
267,我最愛玩的就是賽馬(≧▽≦),2018年10月24日,5
268,美術不錯,2018年10月22日,5
269,好玩、好玩、好玩　太棒了,2018年10月22日,5
270,配樂超讚,2018年10月24日,5
271,一打開來玩就停不下來啊~~~,2018年10月25日,5
272,趕緊衝衝等級！想要超越更多人~~~,2018年10月25日,5
273,我用我的手機玩都沒問題(￣∇￣),2018年10月24日,5
274,很讚，給五星~,2018年10月23日,5
275,推推推www,2018年10月25日,5
276,進不去,2018年10月22日,1
277,要求權限 ？,2018年10月23日,1
278,Q版的人物超古錐，這種風格不會輸給寫實的啊。雖然背景有點簡陋，但戰鬥起來看數字一直往上飆很有成就感，而且還可以組後宮，從沒想過女生組後宮是怎麼樣的感覺，剛好可以在這遊戲裡面體驗看看😁,2018年10月19日,5
279,要權限？,2018年10月22日,1
280,這是我第二個玩最久的遊戲 而且不用花錢也能玩的盡興,2018年10月22日,5
281,客服態度太爛 遊戲分不出高v跟低v的差別 哪有沒花錢也可以擁有神將 簡直是爛遊戲,2018年10月22日,1
282,分享領獎勵一按分享就自動關程式,2018年8月31日,3
283,我還沒點進去玩，只是看你們的廣告蠻好笑的又很用心，所以來送五星好評,2018年9月4日,5
284,不錯的另類塔防遊戲，要玩的加邀請碼27cjbv一起玩,2018年8月14日,5
285,邀請碼rdvvqe，在超值活動那輸入，可獲得整套藍裝跟銀兩,2018年9月1日,5
286,遊戲還不錯玩～ 大家一起打發時間 開心玩就好！ 要一起玩的可以加我邀請碼tgyyhk 一起天天領獎勵 領禮包吧！！,2018年10月18日,5
287,特效超棒，畫風可愛，裡面的副本也相當的有趣，時裝也令人心動，看得每天都想課金了!!! 希望未來這遊戲可以更新越來越多不同的玩法~~~,2018年10月19日,5
288,遊戲中讀取畫面越來越多，機率越來越低，後期差不多要棄坑了,2018年9月8日,3
289,輸入邀請碼 ux1xbn 拿取好禮物 輸入方式右上角 點選（超值活動）在裡面就找的到囉！,2018年9月29日,5
290,Q版風格我喜歡，而且玩法也很簡單，女生玩也很好駕馭喔！哈…,2018年8月23日,5
291,這是一個吃錢遊戲 充值了 說沒充 然後找客服 又直不回復,2018年9月26日,1
292,存半天元寶才發現頂抽要V4 麻煩進遊戲前先簡單公告一下 不用浪費無刻金玩家的時間,2018年8月14日,1
293,遊戲內容相當有趣好玩，在無聊的時候可以拿出來消磨時間，畫風也可愛，這遊戲的製作團隊相當的用心才能創作出這麼好玩的遊戲！！,2018年10月19日,5
294,另類的塔防遊戲，不錯玩!!希望官方能多辦活動，獎勵也多一點。,2018年8月23日,5
295,廢物免洗手遊 連廣告都不自己做 還敢拿日本爐石的廣告來用 真的有夠噁心,2018年8月10日,1
296,儲值多次未到賬 聯絡GM又只會踢皮球 工作時間超久 爛遊戲,2018年8月7日,1
297,還不錯玩，但是怎麼今天的登入無法簽到??是因為首次開啟遊戲的7天還沒到嗎,2018年9月30日,4
298,儲值6480卻失敗 尋問客服沒有回應指,2018年8月18日,1
299,後面根本就沒再出新角色 都不知道三國名將那麼多 我玩了一年快兩年了一個新角色也孵不出來 比較有名的趙雲 周瑜根本就都要課金才拿的到,2018年10月20日,1
300,很好玩，真的，沒騙你，我推薦的都是好遊戲。我換手機都還回來繼續玩。,2018年8月17日,5
301,我今天有儲值300元寶有扣款卻沒收到元寶與儲值獎勵 我是104服的,2018年9月13日,5
302,請問賽馬卷那邊可以使用。以及天梯跨服我看不到對手,2018年9月11日,5
303,你好S91ID令狐公仁，今天下午三點11分儲值1350但沒有領到任何東西，麻煩請盡快處理,2018年9月25日,4
304,幸運輪盤的獎項沒有確實的發到玩家背包，這是怎麼回事？,2018年8月14日,4
305,好玩是好玩，但一直閃退，還有儲值，真是逼無課的玩不下去,2018年9月2日,3
306,這是一款台戰遊戲 無時無刻都在推儲值送禮包的活動 沒花錢要擁有好武將真的是要燒好香,2018年10月22日,3
307,愛罵人的就隨他，遊戲商品不可能滿足所有人的。我支持就夠了...,2018年8月17日,5
308,身邊很多人在玩塔防三國志的，也玩好久了，快半年。,2018年8月17日,5
309,頂級招募不能用元寶直接抽，系統會顯示VIP等級不足，難道抽東西還要儲值嗎，求解,2018年10月13日,2
310,第一個手游讓我和我朋友一起退款的遊戲,2018年9月24日,1
311,我儲值周卡沒動靜 還交易成功 聚寶盆活動也是 請回覆一下 伺服器S82 ID 百事大哥,2018年9月13日,3
312,一開始還不錯玩 儲值出問題 買不到想要的東西 活動也過了 不建議儲值啊,2018年10月4日,1
313,這個更新不錯唷 可以直接棄此遊戲不用猶豫,2018年8月7日,1
314,剛剛我在三國擴張中儲值 卻沒有出現元寶訊息 給我個答案,2018年8月10日,1
315,為什麼我今天一直登不進去 從灌了也是登不進去求解,2018年8月20日,3
316,小編 我儲值月卡卻沒拿到元寶 怎麼辦,2018年8月8日,2
317,我換手機原有登錄不進去要怎麼處理可以告訴我要什麼樣能登錄,2018年9月10日,5
318,卡機問題非常嚴重 能改善就還不錯玩,2018年8月23日,2
319,你好我今天7點5分儲值元寶6480儲值成功但元寶沒有下來可以幫我處理一下嗎謝謝 S79 千王,2018年9月13日,5
320,沒辦法跟FB連動，顯示網路未安全更新前沒辦法跟FB連動,2018年10月8日,1
321,能召喚的武將有限，召喚出來的武將重復性太高，又都是垃圾，不值得花時間認真玩,2018年10月22日,1
322,好玩!98服 輸入邀請碼p2crqx 領獎品 快一起來玩哦!,2018年9月7日,5
323,您好，本人有提交退款的需求，但是請我跟粉絲團聯絡，但是粉絲團回覆無法提供退款，聯絡貴公司email也無多回覆協助退款，煩請協助。,2018年10月5日,1
324,儲值系統真爛 客服反應好慢 儲值六次有四次沒馬上拿到錢 今天儲值兩次都還沒入遊戲帳號 還辦什麼限時活動 客服連理都不理 算玩家自己白痴還要儲值 真是夠。。。。。。。,2018年10月5日,1
325,我儲600已扣款卻沒元寶進來是三小,2018年9月29日,1
326,課金活動遠大於無課活動太搶錢了，後期福利太少只能無止盡課金才能變強，稀有的角色都只有課金才能取得，沒錢不能玩這遊戲呀，遊戲幣取得與消耗上遠遠的成反比，相關設計上不是那麼完善。,2018年9月26日,3
327,這次更新之後顯示VIP4才可以使用頂級招募是要直接打死所有無課玩家嗎 吃相有夠難看 更新後直接刪GAME,2018年8月7日,1
328,輸入邀請碼xivll1 能獲得頂級紅武喔,2018年8月24日,5
329,剛剛儲值週卡卻拿不到元寶，查了一下才知道這公司儲值系統有問題，真誇張，還我元寶再改評論,2018年10月2日,1
330,爛遊戲絕對不要下載，你寶物碎片差一個的時候他就死都不給碎片真的是絕對不給你你就算打的100萬次都不給,2018年10月11日,1
331,不錯玩 一起來玩吧 邀請碼記得打喔qeygmp,2018年9月8日,5
332,儲了幾萬下去玩一個不斷閃退以及常常登不進去的遊戲，棄坑,2018年10月12日,1
333,存半天元寶才發現頂抽要V4 麻煩進遊戲前先簡單公告一下 不用浪費無刻金玩家的時間,2018年8月14日,1
334,為什麼我104服會成為什麼黑名單進不去，難道沒花錢就會成黑名單嗎？爛遊戲,2018年10月14日,1
335,客服處理的速度只有慢，慢到什麼活動都沒辦法參加，回覆永遠都是複製貼上的官方語言，要玩開心卻一肚子火，爛,2018年9月21日,1
336,請問為什麼我有儲值了 可是卻一直沒進帳呢？ 遊戲真的好玩 超愛塔防遊戲,2018年8月25日,4
337,賽馬時間差bug，請求退款小蟬推給fb小編，都不正面回應，我有證有據，已向google舉報，請勿刪文這是事實,2018年9月21日,1
338,隨意亂封號，客服回應一天才一次根本沒辦法及時解決玩家問題，超級爛的遊戲,2018年9月29日,1
339,帳號無故被鎖號 聯絡客服已讀不回,2018年9月18日,1
340,輸入邀請碼 3vtwnw 可獲得藍装和銀兩喔,2018年9月3日,5
341,我一直卡在檢查資源更新的90% 這不是第一次了,2018年10月21日,1
342,想十連抽英雄還不能，而且連單抽都沒辦法，因為vip等級不夠，擺明著一定要花錢…………,2018年8月22日,1
343,小號十招高級給我綠將，詐欺阿三個帳號瞬間不想玩,2018年9月24日,1
